Timestamp start: 1747264163208
Timestamp end: 1747265063455

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      218.5   102.7    59.1   111.9   126.7   203.7   240.9   263.2   279.3   298.8   325.2   367.4   465.3   864.9  2838.7 179695.2   179666
read      192.5   124.5    50.7    86.6    95.8   170.1   220.2   249.6   270.2   293.2   319.9   358.6   429.2   593.0  1194.3 100530.6   100584
read      192.1   131.5    50.7    89.0    98.6   167.7   210.3   237.1   258.0   281.9   312.0   355.0   443.8  1465.7  3967.6 127799.8   127920
read      155.7    90.0    59.1    85.8    96.3   152.1   170.0   180.2   187.2   197.0   209.3   228.3   273.0   636.0  3689.1   6579.6     6594
read      214.3    95.7    50.7    90.0   103.8   211.0   249.9   270.0   284.2   300.3   320.0   350.5   413.3   688.3  2024.9  24947.2    25020
read      300.9   369.6    54.7    96.3   109.5   204.3   262.0   298.4   325.9   361.6   419.2  1266.2  1727.2  3465.0  7682.3 129778.0   129587
read      167.4    73.9    54.7    88.9   101.1   161.7   183.1   196.0   205.6   217.1   232.0   256.1   318.6   636.3  2029.6  10287.8    10277
read      304.4   352.6    54.7   103.1   118.7   216.6   273.2   308.1   334.0   367.1   422.4  1144.6  1712.2  3523.0  7587.1 148351.2   148458
read      210.3   177.7    50.7    85.8    95.9   191.4   244.8   271.8   291.1   313.4   341.6   386.7   484.8   981.6 11131.9  66159.0    66114
read      220.8   120.3    50.7    85.3    96.3   210.3   260.7   288.0   307.6   329.9   357.3   396.8   474.6   840.7  2538.4  49175.4    49261
read      236.2   258.6    50.7    92.2   103.0   182.5   230.4   260.3   282.1   308.4   343.9   418.7  1549.3  2749.9  7015.7 133143.0   133049
read      192.6   117.3    54.7    86.5    96.0   169.1   217.3   245.6   265.3   287.3   314.1   355.2   453.6  1176.3  3385.3 106522.8   106628
read      197.7    96.5    50.7    88.4   100.6   193.0   225.2   242.2   254.4   269.4   288.8   318.7   393.7   784.8  2912.4  23450.0    23498
read      214.1   154.8    46.9    87.4    97.2   175.4   227.5   260.0   283.8   312.8   353.4   448.7   788.3  1656.0  3236.1 103541.4   103564
read      223.9   204.5    54.7   101.2   114.2   194.4   236.7   263.0   282.3   305.8   337.4   391.3   580.6  3232.5  6298.0 161764.4   161774
read      231.5   409.9    50.7    88.0    99.3   208.7   252.1   275.0   291.9   311.7   337.5   379.1   574.4  3330.4 22984.3  38992.0    39037
read      313.9   325.3    54.7   120.2   140.6   249.3   306.8   340.8   367.3   400.8   454.5   578.5  1669.1  3721.8  7644.4 163701.6   163622
read      190.2   110.4    50.7    89.4    99.2   168.5   209.9   235.4   255.3   278.4   307.8   350.4   442.3   978.2  2316.5 132214.8   132405
read      191.0   114.3    54.7    89.1    99.0   168.4   209.8   235.4   255.4   278.5   308.1   350.3   452.5  1183.3  3427.8 131460.4   131596
read      223.4   103.5    54.7   106.7   121.0   203.7   246.4   272.2   292.1   316.1   348.3   401.1   515.4   938.2  2616.1 174765.0   174543
read      195.0   105.5    54.7    86.1    95.5   172.8   225.4   254.7   274.1   296.0   321.8   361.0   439.0   707.3  3082.7  90456.2    90567
read      196.9   139.0    54.7    87.3    96.9   168.5   214.2   242.9   264.2   288.8   319.2   367.1   560.9  1697.0  4030.1 116679.8   116582
read      182.9   154.1    50.7    92.6   105.3   172.6   195.5   209.0   218.8   230.7   246.7   272.2   363.8  2643.6  6276.2  13863.6    13888
read      216.4   164.6    50.7    88.5    98.6   173.2   221.6   253.0   277.4   309.4   357.4   487.5   869.8  1516.7  3518.2 119083.6   119224
read      189.1   104.2    50.7    93.0   103.2   169.3   206.4   229.8   247.7   269.1   295.8   337.5   432.2  1183.8  3242.9 156420.2   156471
read      190.0    93.9    50.7    95.1   105.9   172.4   209.1   231.5   248.6   269.2   294.9   334.8   422.1   865.7  1812.1 163597.4   164013
read      212.7    97.3    54.7    90.6   101.9   206.8   247.9   269.3   285.0   303.7   327.9   365.4   441.9   767.1  1960.7  42035.4    41909
read      286.2   359.6    54.7    94.5   106.9   198.3   252.6   284.7   308.7   339.2   388.1  1114.6  1723.7  3547.3  7632.5 128378.4   128280
read      196.3   133.9    50.7    87.5    97.0   170.3   218.4   247.3   268.0   291.2   319.4   364.2   487.8  1595.2  4037.4 106917.8   107066
read      208.9   181.4    50.7    87.1    97.6   198.9   241.7   264.1   279.6   297.6   321.3   360.0   435.9   967.4 11001.7  46092.0    46119
read      179.1   197.0    54.7    88.1   100.8   163.5   184.9   198.0   207.9   219.3   234.2   262.8   580.1  2800.9  7932.5  10170.0    10227
read      164.5    72.7    54.7    88.3   100.7   159.7   179.7   191.1   199.9   211.4   225.8   247.3   302.0   683.2  2185.4  10879.0    10870
read      289.3   356.7    54.7    99.4   113.4   206.1   259.1   289.7   312.6   342.3   391.7   968.5  1694.4  3527.2  7960.0 146359.0   146664
read      179.1    58.2    54.7    93.8   107.7   176.5   198.9   211.9   221.1   232.4   247.8   271.8   326.2   599.0  1329.5  19948.0    19865
read      183.5    84.3    46.9    86.1    95.5   164.2   209.4   236.6   255.6   275.3   299.3   333.8   400.4   519.2   786.3 113302.2   113409
read      192.0    93.7    50.7    86.7    96.6   182.5   227.9   248.9   262.9   278.0   296.4   324.2   384.4   505.7  2939.3  70604.8    70623
read      192.1    83.8    46.9    87.8    98.4   189.0   226.7   244.7   257.0   270.9   288.5   314.5   370.8   480.1  1722.7  52911.2    52633
read      186.2    84.9    54.7    86.2    95.6   167.6   215.5   242.6   260.6   279.7   302.5   335.5   400.2   524.4  1121.6 104558.4   104630
read      190.3    80.6    50.7    89.0    99.9   189.4   221.7   237.0   248.6   261.7   277.3   302.5   360.3   480.9  2630.3  42695.2    42594
read      185.2    90.3    50.7    84.4    94.0   168.2   216.6   242.1   258.9   276.7   298.1   329.9   396.1   514.1  1900.5  95226.0    95196
read      197.8   429.7    46.9    87.0    97.2   187.4   224.2   241.4   253.4   267.7   285.4   312.3   370.7   508.6 22940.2  52372.0    52243
read      185.2    70.8    46.9    88.7    99.7   184.4   213.4   228.4   238.8   251.6   267.9   292.1   344.6   445.1  2052.7  37026.6    37031
read      191.4    74.4    50.7    90.0   101.2   190.8   222.6   238.2   249.7   263.0   279.1   304.8   358.4   466.3  1463.1  39840.0    39878
read      185.0    84.2    50.7    86.2    95.6   165.4   211.3   239.3   258.5   278.8   303.0   337.2   402.5   533.8  1074.8 110926.0   110750
read      156.0    51.2    59.1    90.2   100.6   152.3   169.6   179.6   186.6   196.5   209.8   231.0   282.8   625.1  1096.4   8197.2     8231
read      191.5    80.2    46.9    86.6    96.6   184.3   227.7   248.1   262.0   277.2   296.1   323.4   381.3   466.4   910.2  63809.4    63638
read      187.2    85.7    50.7    84.7    94.4   171.2   220.6   245.5   261.9   279.3   300.2   331.9   394.2   495.1  1930.1  89898.0    90167
read      187.2    92.7    50.7    86.2    96.6   184.4   220.1   236.5   248.7   262.2   278.3   304.2   359.8   474.5  3374.9  50688.2    50555
read      165.3    84.7    46.9    90.4   103.4   161.8   181.4   192.2   199.8   210.1   223.3   243.8   290.7   620.3  3700.7  15985.0    15997
read      193.3   190.5    46.9    89.0   100.5   188.5   221.2   237.6   249.9   263.6   279.9   305.1   358.3   544.6 11142.6  42869.6    43089
read      158.1    48.8    50.7    89.1   101.9   155.6   173.1   183.2   190.5   199.5   212.2   232.0   275.2   611.5  1126.5  12220.6    12188
read      187.3    85.7    50.7    84.7    94.5   175.9   222.8   244.5   258.9   274.2   293.6   320.5   380.2   515.1  1147.9  76610.2    76615
read      180.3    82.9    54.7    88.9    98.4   161.7   199.3   224.4   243.2   265.0   290.2   325.0   397.8   591.8  1330.7 143731.6   143480
read      189.0    76.4    46.9    85.8    96.0   182.8   224.7   244.3   257.5   272.3   291.0   317.8   371.6   450.1   660.1  63697.2    63793
read      188.5    88.3    50.7    85.1    95.1   178.2   223.9   244.9   259.0   274.2   293.7   321.0   380.1   489.7  2798.7  72015.4    71996
read      189.0    81.3    50.7    88.7   100.1   187.4   219.4   235.7   247.8   261.1   276.5   300.9   352.3   445.5  1107.8  41664.6    41778
read      178.5    59.1    46.9    92.4   106.4   177.8   200.2   213.0   222.1   232.8   247.4   268.9   315.7   403.8   676.7  21812.0    21860
read      186.3    75.3    46.9    87.1    97.7   185.3   217.4   233.2   244.8   257.9   274.1   298.9   350.9   461.5  1875.0  45564.0    45582
