Timestamp start: 1747266222397
Timestamp end: 1747267122646

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      182.2    86.8    50.7    83.8    92.8   160.5   206.1   233.8   253.8   276.9   304.7   342.5   420.3   558.1  1434.0 108829.2   108767
read      183.5   116.7    50.7    83.1    92.2   162.5   210.1   237.0   255.7   276.8   302.5   338.2   409.9   577.9  4353.4  97079.8    97139
read      180.5   113.5    54.7    89.3    98.8   159.6   194.9   217.8   235.1   256.7   284.5   324.4   415.3  1427.1  3345.5 158682.8   158594
read      179.2    90.3    50.7    87.1    96.2   158.3   196.3   221.1   239.6   262.3   290.6   331.8   416.5   903.5  2102.1 141171.8   141240
read      197.7    86.5    50.7    85.5    96.1   191.9   229.2   249.6   264.9   282.9   305.7   339.6   412.5   678.6  1242.0  41492.2    41405
read      219.5   132.3    50.7    82.1    91.8   200.1   258.0   292.1   313.9   337.5   365.7   404.0   502.6  1485.4  2946.3  58140.2    57997
read      228.9   257.9    50.7    87.6    97.7   171.0   216.5   243.6   264.3   289.7   325.1   426.8  1461.4  2325.6  7254.6 133387.6   133577
read      203.0   104.5    50.7    85.0    95.1   192.8   236.7   260.2   277.3   297.5   323.5   363.6   439.9   842.2  3104.8  53705.8    53832
read      237.6   279.2    50.7    88.8    99.3   174.5   220.6   246.9   266.4   290.0   323.2   423.0  1503.5  2716.0  5228.3 140065.0   139832
read      182.2    96.7    50.7    92.2   102.1   163.7   197.7   219.3   235.4   255.8   282.6   321.6   413.5  1292.0  2634.9 170386.2   170515
read      186.8   109.0    50.7    87.4    97.0   165.4   206.2   231.6   250.7   273.5   303.3   346.5   448.8   802.2  3152.9 128546.8   128494
read      188.5   244.4    50.7    88.4   100.7   179.2   206.3   221.0   231.9   245.4   262.9   291.0   358.2  1090.7 11596.5  20733.8    20789
read      221.0   188.1    50.7    82.4    92.1   198.0   258.9   295.0   318.5   343.7   372.7   414.3   502.3  1420.5 10593.5  63732.0    63647
read      223.0   167.3    50.7    82.5    92.0   197.9   259.6   296.3   320.4   346.4   376.3   420.4   520.6  2146.6  5428.2  64631.2    64802
read      216.2   119.2    50.7    82.5    92.3   199.9   256.6   289.4   310.8   333.9   360.8   397.9   477.9   922.2  2202.3  55771.8    55719
read      257.3   266.4    54.7   101.6   115.2   202.1   248.4   273.6   292.4   315.3   348.4   447.7  1530.8  2564.7  6392.5 174573.2   174179
read      184.6   115.1    50.7    84.2    93.4   161.4   207.8   236.0   255.7   277.5   304.5   342.3   422.0   842.2  3924.3 106471.2   106356
read      190.7   114.8    50.7    96.7   107.8   172.1   206.1   227.3   243.3   263.2   289.4   331.6   437.5  1285.1  3600.3 178883.0   178750
read      186.4   151.0    50.7    83.7    93.0   162.0   209.6   237.6   257.6   280.3   308.7   348.3   439.9   733.5  7984.8 105536.4   105831
read      184.2   214.8    54.7    83.4    92.5   159.5   204.1   231.8   251.6   274.0   301.8   342.4   437.9   827.8  3448.9 110940.6   110667
read      155.0    64.4    54.7    87.0    97.9   151.0   168.7   178.6   185.6   195.5   208.5   230.5   294.7   719.2  2021.2   8828.2     8803
read      214.0   174.0    50.7    83.0    93.6   200.7   251.8   280.6   299.4   319.0   342.6   376.8   455.0   809.0  4827.9  45585.2    45662
read      201.2   101.0    50.7    84.7    96.7   193.5   233.0   253.6   268.8   286.2   307.2   338.2   409.8   862.8  2702.2  30759.4    30867
read      212.0   110.1    50.7    83.0    93.4   199.5   250.2   278.7   297.7   317.5   341.2   374.6   452.0   983.5  2699.6  45747.0    45656
read      194.7   119.2    50.7    84.2    93.5   165.2   215.5   246.5   269.4   295.9   331.0   390.2   530.1   978.9  3408.8 100907.6   100938
read      182.6   150.3    50.7    85.5    94.8   158.6   198.6   224.8   243.9   266.7   295.1   336.7   427.3  1397.5  6331.2 132316.8   132360
read      200.3   103.2    50.7    84.1    93.7   183.3   233.1   259.3   278.3   301.1   330.7   374.6   463.4   809.6  2388.1  67666.2    67591
read      203.9   103.8    46.9    84.3    95.9   195.7   237.6   260.0   275.2   292.8   313.9   344.5   414.6   773.4  3020.3  33929.6    33910
read      200.5   178.2    50.7    83.7    93.1   171.4   224.9   254.2   275.0   299.8   331.4   384.0   518.3  1837.7  9911.4  86094.8    85729
read      166.1    62.8    54.7    86.9    99.0   163.4   183.9   195.4   203.8   215.1   229.6   252.3   312.8   672.0  2080.1  12938.0    12884
read      213.5   109.2    50.7    83.2    93.8   201.5   252.5   281.5   300.2   319.8   343.7   377.9   452.4   898.8  2629.5  45519.0    45621
read      206.8    96.0    50.7    84.6    95.9   197.4   242.8   267.1   283.6   301.4   322.3   355.2   430.2   800.1  1961.5  36984.8    36938
read      217.3   121.0    50.7    82.8    92.8   200.0   256.9   290.3   312.1   335.2   362.4   399.9   482.2  1084.2  2922.4  56789.6    56902
read      201.4   145.6    50.7    84.6    94.1   167.2   217.9   249.5   273.1   302.1   340.9   411.2   587.2  1762.4  3718.2 102309.0   102243
read      168.3    85.0    54.7    88.7   101.2   163.3   184.6   196.5   204.9   215.4   230.0   253.4   316.9   862.0  3843.5  14098.4    14085
read      199.4   126.0    46.9    84.0    93.3   168.9   222.7   254.0   276.6   303.8   338.8   398.0   538.4  1277.0  3144.1  93871.8    94103
read      203.1   100.4    50.7    83.5    93.3   189.4   238.0   264.2   283.1   305.3   333.0   372.7   454.7   745.1  2244.7  58263.0    58175
read      210.7   211.8    50.7    90.1   100.3   169.2   211.2   237.7   258.1   282.0   312.4   364.5  1363.8  2488.5  5295.5 151219.4   151312
read      185.3    94.2    50.7    83.6    92.8   167.8   216.3   241.8   259.4   278.5   302.2   336.0   400.2   507.4  2593.3  83177.8    83333
read      182.1   101.9    50.7    91.9   101.9   163.6   197.6   219.2   235.5   256.3   283.1   322.5   408.5  1018.1  3413.0 165487.0   165153
read      180.6    94.3    50.7    85.0    94.3   158.3   200.0   227.3   247.1   270.0   298.1   339.0   423.2   732.6  2714.9 124250.8   123975
read      189.3   100.9    50.7    88.1   100.2   184.8   214.3   230.0   241.4   254.8   273.1   302.3   366.6  1055.3  3649.3  28374.8    28449
read      175.4    67.4    54.7    85.9    99.7   173.2   197.4   210.9   220.4   231.9   247.4   271.9   326.7   647.1  2129.0  14868.0    14903
read      201.9    94.4    50.7    84.8    96.9   195.1   235.3   256.6   271.5   288.5   309.1   338.9   404.2   725.5  1895.2  31384.6    31189
read      209.3    95.6    50.7    84.0    95.0   199.2   247.3   273.5   291.1   310.0   332.2   364.8   433.4   737.4  1876.7  40664.0    40636
read      199.4   120.2    50.7    82.7    92.1   173.8   226.5   255.3   276.5   302.1   335.7   390.5   511.2  1274.0  3038.9  80602.0    80574
read      183.8   103.0    50.7    93.1   103.1   165.4   199.0   220.5   236.3   257.0   283.6   322.9   416.1  1214.9  3042.5 168600.4   168820
read      181.1    94.8    54.7    91.0   100.8   162.3   196.9   218.9   235.5   256.4   283.7   323.1   409.3  1024.7  3063.6 162567.6   162621
read      185.5   111.6    50.7    84.5    93.7   163.0   211.1   238.9   258.5   280.5   307.3   343.7   418.7   608.6  3063.6 101714.8   101621
read      205.5   106.8    50.7    84.2    94.2   190.6   239.0   265.2   284.6   307.7   336.3   377.8   467.8  1108.4  1866.1  58829.2    58592
read      227.3   250.2    54.7    92.7   103.4   176.3   220.6   247.3   267.2   290.7   321.8   387.1  1483.3  2711.4  7159.7 152796.4   153042
read      183.9   103.6    50.7    84.8    94.1   161.0   205.4   233.0   253.0   276.3   305.3   344.3   428.2   735.0  3065.6 112174.4   112238
read      182.6   117.2    50.7    90.5   100.3   162.4   197.4   219.6   236.1   257.2   284.3   323.0   409.7  1511.1  3923.7 160282.2   160265
read      199.4   102.7    50.7    85.2    95.3   187.2   232.4   255.5   272.3   292.4   317.4   356.8   436.3   823.8  2810.9  57122.2    57109
read      193.7   116.3    50.7    84.2    93.6   169.6   220.1   248.7   269.0   292.2   320.3   366.4   480.4   950.1  3489.0  88332.0    88551
read      152.9    97.2    59.1    83.6    95.0   147.8   166.8   176.6   183.7   192.8   205.2   226.5   282.7   738.9  3980.5   8416.4     8385
read      204.6    89.5    50.7    85.1    96.9   197.3   240.7   263.3   278.6   295.7   316.1   345.0   408.5   674.6  1823.0  33912.8    34088
read      194.5   139.2    54.7    84.9    94.3   162.5   208.5   238.0   260.6   287.6   323.0   387.9   596.4  1372.1  4740.5 113424.8   113600
read      181.3   127.4    50.7    86.0    95.2   158.5   198.2   224.2   243.3   266.4   294.9   336.0   420.0  1078.5  5354.6 131928.8   131842
read      183.1    95.4    46.9    84.8    94.0   160.6   204.8   232.7   253.0   275.4   303.7   342.5   423.3   742.5  2399.1 112305.4   112066
read      204.1   144.1    50.7    83.4    93.0   181.4   234.5   263.5   285.0   310.4   342.9   393.0   486.3  1161.5  3476.4  72449.4    72585
read      233.0   268.9    50.7    87.9    98.1   172.1   219.6   249.2   270.9   296.1   330.4   404.6  1522.4  2618.7  5144.2 133779.0   133669
read      167.5   128.0    54.7    87.8   100.8   162.7   183.0   194.2   201.8   212.6   226.3   248.7   305.6   701.5  6261.0  11854.6    11820
read      168.6    86.1    54.7    85.3    98.2   164.7   187.4   199.5   208.5   218.4   233.2   256.1   320.0   685.5  2891.4  12570.8    12639
read      197.0   134.5    50.7    86.9    96.1   164.2   209.7   239.5   261.8   288.7   324.2   394.2   648.9  1271.0  3385.4 118593.4   118548
read      181.3    89.5    50.7    93.3   103.1   164.5   197.9   219.2   235.1   255.4   281.7   320.1   400.3   722.9  2690.5 165493.4   165754
read      186.7    83.7    50.7    85.2    94.5   169.9   218.2   243.0   259.9   279.2   303.3   337.8   402.8   508.5   982.7  86628.0    86823
read      173.0    66.3    50.7    89.8   102.9   171.2   193.0   204.7   213.9   224.8   238.3   261.6   314.1   658.4  2098.5  16914.4    16898
read      193.1   110.7    50.7    87.6    96.9   164.1   208.9   237.9   260.5   288.1   323.9   385.7   556.5   856.4  1530.1 123040.2   123124
read      196.8    92.5    50.7    85.6    95.5   183.6   232.0   256.5   273.6   293.8   317.9   352.9   420.6   537.5  2129.0  72423.4    72278
read      201.3    88.9    46.9    87.2    98.0   193.8   237.2   259.9   275.4   293.5   314.6   343.6   400.3   490.3  2157.5  47557.2    47757
read      209.5   101.9    50.7    86.5    96.8   196.0   246.5   274.3   293.6   314.8   340.0   374.4   452.7   794.8  1837.4  60344.4    60510
read      204.2    82.4    54.7    88.1   101.3   198.8   235.6   255.9   270.5   287.1   307.5   337.8   401.2   683.3  1273.1  25283.4    25237
read      201.2   119.2    54.7    86.3    95.7   171.3   222.7   253.8   277.2   305.9   341.9   403.8   557.7   887.5  2857.4  97848.0    97783
read      184.6   100.5    50.7    86.0    95.2   162.6   205.1   231.7   251.7   275.0   304.7   345.4   428.7   811.3  2174.3 119002.0   118966
read      182.8   133.1    54.7    90.9   104.7   177.9   201.6   215.5   225.8   237.3   253.1   279.1   341.6   686.2  6901.3  16593.4    16631
read      174.6    73.8    46.9    88.0   101.3   172.2   195.0   207.8   217.4   228.6   242.4   265.5   320.6   665.2  3082.9  11739.6    11743
read      211.2   163.4    54.7    87.3    97.2   170.7   216.5   246.5   270.5   300.6   343.7   456.0   854.8  1485.2  4063.3 115046.2   115026
read      182.8    96.0    50.7    85.5    94.8   161.2   202.6   229.3   249.1   272.9   302.8   344.1   426.6   677.9  2352.6 122467.8   122371
read      156.9    59.2    59.1    87.7    98.1   153.4   171.8   182.2   189.4   198.4   210.9   231.7   287.4   679.3  2148.0   7270.0     7198
read      199.4    86.9    50.7    87.0    99.4   194.1   230.3   249.5   263.3   278.6   297.5   327.3   393.2   684.0  1983.8  24811.6    25022
read      268.4   295.3    50.7    99.7   113.3   202.1   253.4   283.9   306.3   332.9   370.2   488.1  1582.8  3105.6  7135.9 157367.8   157513
read      190.3   111.5    54.7    97.3   108.7   173.7   207.8   228.4   244.0   263.4   288.5   326.9   413.0  1075.6  3573.4 171935.8   171975
read      184.7    97.0    50.7    92.1   102.1   166.1   201.5   224.3   241.4   262.9   290.4   331.2   416.2   910.9  3157.2 154907.6   154918
read      183.4    99.7    54.7    88.9    98.5   162.7   200.8   225.5   244.2   267.1   295.8   338.2   423.7   885.0  2078.2 139303.4   139185
read      184.9   104.0    54.7    91.3   101.2   165.4   201.3   224.5   242.0   263.7   291.3   332.9   419.2  1061.2  3339.4 152665.6   152724
read      189.1    70.1    54.7    91.2   104.8   186.3   213.1   228.0   238.3   251.6   269.3   295.3   354.1   683.9  1444.7  20838.0    20845
read      272.3   322.9    54.7    94.6   106.7   193.1   245.9   279.8   304.6   334.4   375.3   720.4  1613.1  3228.5  7431.8 140208.0   140348
read      191.8   103.9    50.7    86.0    95.2   171.5   221.3   248.7   268.0   290.0   315.8   353.2   428.2   652.4  2560.7  88758.8    88725
read      183.3    96.3    50.7    88.0    97.3   162.0   201.1   226.7   246.0   269.4   298.7   341.3   425.4   846.8  1999.4 134367.0   134088
read      200.4   104.4    50.7    84.7    94.7   186.2   234.3   259.1   277.1   298.9   327.5   370.1   452.0   557.8  1982.9  66430.0    66126
read      201.6   123.4    50.7    84.5    94.2   178.8   230.9   258.7   278.8   303.8   336.5   388.1   496.3  1059.7  4936.9  78091.4    78214
read      217.7   105.1    50.7    85.6    95.8   202.3   260.3   293.7   315.1   338.2   364.8   399.9   464.9   551.3  1354.0  55256.4    55191
read      221.5   203.5    50.7    85.5    95.7   201.3   258.9   291.7   313.1   336.2   362.9   398.5   469.8  1584.7 10990.3  54045.8    54081
read      216.9   246.6    50.7    85.7    95.4   168.2   219.6   252.5   277.8   311.8   360.7   450.5   866.8  3820.7  7517.3 112489.8   112478
read      182.3    94.6    54.7    95.0   105.1   165.4   197.8   218.2   233.6   253.1   278.4   317.7   403.0   795.1  3132.7 179434.4   179666
read      181.8    93.0    50.7    82.7    91.6   160.6   207.6   234.9   254.6   275.6   301.8   338.5   408.9   580.9  2508.3 100717.4   100584
read      178.5   105.4    46.9    84.0    93.2   156.3   196.9   223.1   242.4   265.4   293.9   335.0   419.7   757.0  2728.4 127721.8   127920
read      149.3   159.8    54.7    80.5    90.8   143.0   161.7   171.4   178.7   186.8   198.9   218.3   271.7   685.8 10392.6   6638.0     6594
read      202.0   163.4    50.7    86.0    99.2   192.3   228.7   248.2   261.8   276.8   297.2   329.6   403.2  1417.6  6951.2  25143.4    25020
read      211.9   189.0    50.7    86.8    96.5   166.7   210.1   237.5   260.0   287.7   327.4   431.0  1200.9  1842.9  3276.0 129479.4   129587
read      161.4    64.7    50.7    84.4    97.9   157.8   178.6   189.1   197.6   207.7   220.3   242.5   300.3   684.6  1997.5  10329.2    10277
read      241.3   278.1    54.7    91.0   101.8   177.9   225.2   252.3   271.7   295.2   329.4   438.9  1534.3  2650.6  6086.8 148257.6   148458
read      201.7   112.6    50.7    85.5    95.5   186.4   233.4   258.5   276.3   298.6   327.9   372.4   458.5   737.8  3478.8  66132.4    66114
read      213.7   183.5    46.9    85.3    96.1   199.7   248.2   274.5   293.5   314.1   338.8   373.2   448.7  1026.4 10083.9  49335.6    49261
read      252.9   305.6    50.7    88.8    99.5   177.8   227.9   258.6   281.0   308.0   345.9   679.4  1560.2  3248.9  7106.9 132907.0   133049
read      189.0   123.0    50.7    84.6    94.0   163.3   210.7   238.8   259.5   282.6   311.9   354.3   461.0  1262.2  3726.6 106797.0   106628
read      202.1   177.0    54.7    89.5   102.7   190.0   219.3   234.9   247.1   261.1   279.1   311.0   422.9  3051.0  5722.0  23527.2    23498
read      218.8   259.7    50.7    85.5    95.1   171.0   223.0   254.5   277.8   306.7   345.5   423.9  1074.1  4244.5  7562.5 103467.6   103564
read      181.1   101.6    54.7    91.0   100.9   161.8   196.8   219.2   235.9   257.1   284.1   323.3   404.9   981.8  3806.4 161658.0   161774
read      204.2    98.0    50.7    87.3    98.6   197.8   235.6   256.6   271.3   289.5   312.3   345.6   420.5   900.8  2636.3  39126.8    39037
read      268.0   301.6    54.7    98.8   112.4   200.7   250.6   278.0   297.8   322.6   361.8   533.9  1581.5  2956.5  7204.7 163646.2   163622
read      183.8   131.4    50.7    85.6    94.9   158.9   199.9   226.3   246.2   269.5   298.4   341.0   434.5  1522.4  4974.2 132149.4   132405
read      180.9   104.2    50.7    85.9    95.1   158.4   198.6   224.6   244.0   267.1   296.0   338.1   423.3   918.9  2867.7 131840.0   131596
read      194.7   150.8    54.7    95.5   106.4   171.9   207.0   228.4   244.6   264.5   290.2   331.6   461.3  2270.4  4619.2 174955.4   174543
read      190.4   106.2    50.7    84.1    93.4   169.1   218.8   246.6   265.6   287.0   313.2   350.4   434.2   872.7  2769.5  90583.2    90567
read      189.2   128.2    50.7    84.0    93.3   161.3   207.2   235.1   256.0   279.8   310.3   358.1   534.6  1432.7  3384.8 116457.4   116582
read      173.3   246.9    50.7    86.9    99.9   163.5   186.3   198.5   207.7   218.2   233.2   256.7   315.4   691.8 11400.1  13882.2    13888
read      192.5   123.6    50.7    83.7    93.1   160.3   207.2   237.8   262.1   291.0   330.1   399.0   551.2  1046.2  3015.7 119122.2   119224
read      174.7    82.6    50.7    87.1    96.3   155.3   190.7   214.0   231.6   253.2   280.2   319.2   400.6   852.4  1457.0 156789.8   156471
read      180.8    95.3    50.7    91.3   101.2   162.7   197.3   218.9   235.3   255.9   282.5   321.1   402.5   822.2  3192.2 164043.4   164013
read      205.7   128.9    46.9    89.2   100.4   199.0   234.9   254.4   268.4   285.2   307.6   341.7   426.3  1674.7  4894.4  42056.4    41909
read      268.7   334.6    50.7    90.3   101.2   184.9   235.1   265.1   287.0   314.7   359.5  1147.9  1603.0  3057.2  7451.6 128189.6   128280
read      183.7    95.5    50.7    84.3    93.5   161.5   208.0   235.3   255.2   276.8   304.5   343.0   423.7   720.7  2405.8 107157.6   107066
read      205.0   150.5    54.7    86.0    96.6   192.1   232.1   253.1   268.4   287.1   311.9   349.5   455.7  2057.2  4991.3  46148.2    46119
read      162.8    82.7    54.7    85.6    99.4   158.5   179.4   190.4   198.1   207.5   219.5   241.0   302.6   689.9  3223.8  10209.0    10227
read      159.8    59.7    54.7    86.4    99.8   156.6   176.6   186.3   194.3   202.6   215.4   235.1   288.0   683.5  1787.8  10810.2    10870
read      177.1    82.2    50.7    88.7    97.8   157.7   194.5   219.1   237.7   259.9   285.9   321.1   393.8   581.4  1818.2 146371.4   146664
read      175.2    54.9    50.7    92.4   107.0   175.4   197.0   208.3   216.1   226.0   237.6   258.2   308.0   452.6   790.3  19856.6    19865
read      179.6    87.7    50.7    84.2    93.5   160.1   205.3   231.9   250.1   269.2   292.2   325.5   393.8   542.6  2007.5 113045.4   113409
read      189.2   280.1    50.7    85.4    95.4   177.9   221.0   239.9   253.0   268.0   286.7   315.0   372.7   484.6 22017.1  70453.6    70623
read      186.9    73.6    50.7    87.4    97.7   185.4   220.3   236.1   248.0   261.2   276.8   303.6   362.7   465.2   833.3  52440.4    52633
read      181.1    87.4    50.7    84.2    93.5   162.4   209.2   235.2   252.6   271.3   293.4   324.6   389.3   502.6  2300.5 104546.2   104630
read      186.1    68.9    50.7    89.5   100.3   185.7   216.6   231.9   243.0   254.9   271.0   294.9   348.2   456.2   762.9  42600.2    42594
read      182.3    80.0    50.7    84.2    93.7   166.1   214.4   238.6   254.6   271.2   291.8   321.4   384.9   477.2  1433.1  95240.2    95196
read      188.4    77.0    50.7    88.0    98.4   185.9   221.5   237.9   250.0   263.8   280.4   307.2   367.0   479.4  1849.9  52185.4    52243
read      187.1    83.4    50.7    90.3   101.9   187.6   215.8   230.0   240.0   252.0   267.5   291.2   344.9   468.1  3271.1  37096.6    37031
read      185.6    69.0    46.9    89.4   100.4   186.4   215.2   229.8   240.1   252.4   268.2   292.2   346.2   434.6   722.7  39781.4    39878
read      180.8    95.0    50.7    84.5    93.9   161.3   206.8   233.6   252.1   271.3   294.4   328.0   391.7   499.2  2331.3 110707.4   110750
read      151.0    65.2    54.7    83.2    95.3   146.9   164.5   174.0   182.0   191.1   203.1   223.8   276.0   665.3  3480.1   8164.8     8231
read      187.2    75.2    46.9    86.4    96.4   181.1   222.3   240.8   253.6   268.4   286.7   313.9   369.1   459.0   854.4  63546.8    63638
read      185.0    85.8    46.9    84.5    94.1   169.4   217.8   241.6   257.4   274.0   295.0   325.7   387.2   496.1  2386.2  90023.2    90167
read      188.2   157.1    50.7    87.6    97.9   185.5   219.7   235.6   247.7   261.3   277.8   304.7   361.6   464.8  2967.1  50695.6    50555
read      175.7   242.3    46.9    90.2   104.9   167.5   188.8   199.6   207.7   216.9   229.6   249.9   307.9  1747.4 11074.5  15986.2    15997
read      188.9    95.5    46.9    89.8   101.1   188.8   219.7   234.5   245.8   258.2   273.7   298.3   353.4   449.5   892.3  42925.4    43089
read      162.0    52.5    54.7    89.2   102.9   158.8   179.2   189.8   197.8   207.2   218.3   237.2   287.2   631.8   710.9  12110.8    12188
read      188.2    86.5    46.9    86.3    96.1   177.2   224.2   245.3   259.3   273.9   293.3   320.8   377.1   464.8  1003.6  76428.2    76615
read      176.2    80.1    50.7    87.5    96.5   156.7   194.6   219.7   238.4   260.6   286.6   322.1   392.3   513.2  1292.7 143337.2   143480
read      188.9    81.5    46.9    86.6    96.7   182.7   224.9   243.5   256.2   270.3   288.4   315.2   372.2   467.6  1776.0  63870.8    63793
read      191.3   167.8    46.9    86.3    96.2   179.2   225.0   245.5   259.5   274.7   294.0   321.1   382.2   509.6 11152.1  72126.6    71996
read      190.1    74.9    46.9    90.4   101.9   189.9   221.2   236.0   247.6   260.6   276.0   301.4   354.4   462.3  1618.0  41934.2    41778
read      176.1    56.8    50.7    91.4   105.0   175.6   198.1   210.3   218.7   229.5   243.2   265.8   318.1   471.4  1295.8  21844.2    21860
read      192.4    76.7    50.7    90.4   102.1   192.1   225.4   241.3   252.5   265.7   281.5   306.1   358.7   457.1   955.5  45765.4    45582
