Timestamp start: 1747263221902
Timestamp end: 1747264122139

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      186.5   103.6    50.7    95.8   106.3   168.0   201.7   223.5   239.7   260.4   286.7   326.0   411.3  1308.1  2951.3 170157.7   170019
read      189.5   104.8    54.7    98.6   110.0   172.5   205.7   226.3   241.7   261.1   286.2   323.8   406.4  1169.8  3916.0 179154.5   179090
read      211.2    99.2    50.7    86.1    96.7   201.7   249.0   274.0   291.8   312.2   336.9   371.8   444.6   787.4  1863.4  47100.8    47130
read      195.2    83.4    50.7    89.0   103.5   193.0   223.9   239.2   250.7   264.1   280.2   305.7   365.6   646.6  1721.1  19389.2    19439
read      200.0   157.0    50.7    88.8    98.3   165.6   208.0   235.4   257.4   283.5   316.4   370.6   840.7  1814.7  3406.7 128950.7   128963
read      201.6    89.3    54.7    90.4   104.5   198.1   230.6   247.9   260.2   273.8   291.9   318.2   378.7   948.5  2936.9  23773.3    23787
read      230.0   167.7    50.7    85.3    95.2   205.0   268.9   304.6   328.6   354.3   384.2   426.1   545.0  2120.0  6331.7  61785.7    61848
read      193.0   110.2    50.7    86.6    95.6   167.1   215.9   246.4   268.7   293.7   324.2   369.6   479.7   848.7  2684.6 102212.2   101968
read      187.1   100.5    50.7    86.5    95.4   163.9   209.8   238.1   259.6   283.7   312.5   352.1   427.5   684.8  2889.7 108778.2   108767
read      189.2    98.2    50.7    85.7    94.7   166.7   215.6   244.7   265.5   288.5   315.6   352.9   424.9   674.8  2675.2  97215.0    97139
read      183.3    93.4    54.7    93.5   103.2   164.2   199.1   221.9   239.1   260.9   288.3   328.6   408.0   835.0  2947.4 158489.2   158594
read      183.4   107.6    50.7    89.6    99.0   161.1   199.3   224.6   243.9   267.4   296.1   338.7   420.7   942.6  3290.0 141237.9   141240
read      212.7   123.0    50.7    86.8    97.8   202.0   247.7   272.0   289.2   308.6   332.3   366.7   441.9  1140.8  4609.0  41576.6    41405
read      226.6   207.0    50.7    84.9    95.1   205.4   265.6   299.3   321.6   345.6   373.4   413.2   505.3  1297.0 11339.0  57997.4    57997
read      213.5   212.0    46.9    89.5    99.2   168.4   213.2   241.5   262.9   287.6   318.6   371.5  1408.7  2304.2  3718.8 133750.3   133577
read      216.0   145.3    50.7    85.7    96.0   201.2   253.5   282.1   301.9   324.2   351.4   390.6   470.4   984.2  4406.5  53792.6    53832
read      216.4   221.9    50.7    90.8   100.8   170.2   214.1   242.3   263.8   288.5   319.2   371.7  1438.5  2548.4  3752.8 140031.1   139832
read      190.1   123.1    54.7    97.1   108.2   170.9   205.0   226.6   242.6   262.7   288.4   327.4   415.4  1496.0  4424.1 170885.6   170515
read      184.0   102.6    50.7    88.0    97.1   161.4   201.7   228.4   248.6   272.6   302.6   344.0   424.1   831.5  3140.7 128620.2   128494
read      189.2    79.0    54.7    89.4   102.2   185.9   215.5   231.1   242.4   255.3   272.3   297.2   357.7   631.4  1646.6  20770.5    20789
read      226.7   142.3    50.7    85.0    94.8   202.7   267.1   303.6   328.3   354.6   384.7   426.4   532.0  1601.7  3217.0  63471.6    63647
read      227.8   156.5    50.7    85.1    94.9   202.5   267.9   304.6   329.2   355.5   385.5   427.1   531.8  1927.2  4373.0  64718.9    64802
read      223.1   131.8    50.7    84.8    94.9   205.6   265.3   298.2   319.9   343.3   370.3   407.2   492.2  1143.1  3106.6  55631.5    55719
read      234.5   212.7    50.7   104.0   117.1   195.1   238.2   264.7   283.7   306.7   337.2   393.0  1418.4  2359.3  3996.6 173978.4   174179
read      187.5    96.8    50.7    86.6    95.5   164.1   211.0   240.1   261.6   285.5   313.6   352.3   429.5   657.7  2651.4 106323.6   106356
read      194.6   109.9    54.7   101.8   113.4   178.5   212.1   232.0   247.7   266.8   291.5   330.3   415.0   992.4  3241.2 178570.9   178750
read      186.8    97.1    50.7    86.5    95.4   163.8   210.6   239.4   260.7   284.5   312.3   350.6   425.0   641.4  2222.5 105965.7   105831
read      186.5   103.6    50.7    86.6    95.4   162.7   208.5   236.9   258.4   282.2   310.8   350.1   427.5   763.1  2963.6 110650.5   110667
read      158.7    80.8    59.1    86.6    97.8   154.9   173.4   184.5   192.7   201.9   215.8   235.9   287.0   641.7  2233.9   8806.2     8803
read      212.2   109.8    50.7    85.3    95.7   201.3   251.3   277.8   295.7   315.5   339.1   372.1   439.5   850.0  3043.1  45579.8    45662
read      209.4    84.3    50.7    89.3   101.0   204.5   246.3   268.3   283.3   299.8   319.8   349.1   403.6   507.6  1020.0  30907.1    30867
read      224.9   117.9    50.7    88.1    98.5   213.4   269.4   299.8   319.7   341.3   366.2   399.8   462.1   548.4  3842.8  45758.7    45656
read      193.1   133.6    46.9    86.1    95.3   166.1   215.7   246.0   267.7   292.1   322.1   371.7   511.5   705.8  1925.2 100919.1   100938
read      184.2    91.9    50.7    88.9    98.3   162.6   202.5   228.9   248.8   272.1   301.3   342.8   425.1   739.8  2088.6 132205.9   132360
read      220.7   136.9    50.7    85.5    95.0   193.1   255.9   291.5   317.2   347.1   384.7   435.8   537.5  1289.2  3443.2  67594.9    67591
read      216.8   115.2    50.7    87.1    98.3   207.7   254.4   278.8   295.4   314.3   337.0   369.8   439.2  1008.4  3621.4  33982.8    33910
read      204.9   129.6    50.7    86.8    95.9   174.9   230.7   263.4   286.3   312.8   346.5   402.7   540.2  1213.2  3793.9  85652.7    85729
read      177.1    91.4    54.7    90.1   102.5   173.3   196.6   209.7   218.7   230.1   244.7   268.5   322.2   646.5  4362.2  12862.4    12884
read      224.3   117.6    50.7    86.0    96.4   211.3   267.1   297.0   317.0   339.6   365.7   401.7   480.7   916.6  2455.1  45493.9    45621
read      216.8   115.4    50.7    86.2    97.0   207.5   256.3   282.0   299.5   318.6   342.0   374.4   446.0   770.0  2345.1  36960.8    36938
read      228.0   138.4    50.7    85.6    95.5   208.9   271.6   306.6   330.1   355.7   385.2   425.4   505.0  1107.0  4195.0  56832.0    56902
read      194.2   119.3    50.7    86.4    95.5   166.1   216.1   247.0   268.9   293.6   324.7   374.3   516.8   817.4  3814.0 102211.5   102243
read      181.4   141.7    54.7    89.1   101.7   170.5   194.8   208.4   217.9   230.2   246.3   272.2   408.8  2035.6  6208.0  14115.5    14085
read      197.0   157.8    50.7    84.7    94.0   168.0   220.2   250.9   272.4   296.5   326.5   371.2   492.5  1588.4  6300.6  94073.6    94103
read      213.2   113.2    50.7    83.8    93.5   196.9   251.8   281.8   302.7   326.0   354.3   394.4   475.8  1053.2  2138.5  58282.6    58175
read      196.9   177.1    50.7    90.9   100.8   165.3   204.7   230.0   249.2   271.9   300.6   345.3   753.3  1741.4  4842.9 151542.6   151312
read      198.0   111.9    50.7    84.8    94.0   174.0   228.3   258.3   278.6   301.7   330.4   373.7   472.2   980.8  2785.4  83282.9    83333
read      188.1    99.3    54.7    96.5   107.3   169.7   204.0   226.1   242.7   263.5   290.0   330.3   418.3   924.7  3171.9 164842.0   165153
read      186.9   110.9    50.7    87.9    97.0   162.2   204.3   232.1   253.1   277.5   307.7   350.5   443.5  1065.1  3258.5 123941.1   123975
read      226.0   242.7    50.7    88.7   100.7   203.2   242.2   263.4   278.0   295.4   318.2   358.1   880.0  3406.0  7965.3  28437.1    28449
read      201.3   229.8    54.7    90.2   104.1   186.1   214.7   229.7   240.4   253.5   270.8   297.9   555.4  3202.2 10482.9  15038.0    14903
read      211.7   107.2    54.7    86.4    98.2   205.3   249.0   271.1   286.3   303.2   323.9   356.4   426.9   786.5  2128.7  31218.6    31189
read      211.0   106.8    50.7    88.5    99.7   202.4   247.7   271.4   287.7   305.9   327.8   361.0   430.9   804.7  2544.5  40796.5    40636
read      210.2   117.6    46.9    84.6    94.5   190.1   248.4   281.5   304.2   328.8   357.1   395.4   468.1   607.7  2011.0  80295.7    80574
read      206.1   190.5    50.7    95.0   105.7   172.2   211.2   234.7   252.9   274.1   302.3   348.3  1266.4  2028.1  4171.9 168838.4   168820
read      190.0   108.7    54.7    96.1   106.9   170.8   206.2   228.5   245.6   266.5   293.0   334.1   426.3  1249.9  3361.1 162580.0   162621
read      192.1   107.8    50.7    87.5    96.5   168.0   216.1   245.4   266.4   290.0   318.1   359.2   447.0   986.5  2716.5 101585.8   101621
read      212.4   113.6    50.7    87.3    97.4   198.3   250.4   278.0   297.0   318.5   344.6   382.1   456.5   804.6  3040.6  58600.3    58592
read      207.2   176.9    50.7    94.8   105.3   174.4   214.9   239.2   258.0   280.0   309.2   357.6  1217.9  2034.7  3716.1 152885.0   153042
read      185.8   122.6    50.7    87.1    96.3   164.6   209.6   236.9   256.9   278.7   304.8   341.6   417.5   541.7  3017.3 112181.2   112238
read      182.4   103.1    50.7    94.1   103.6   163.8   198.2   220.9   238.1   259.9   287.0   326.1   406.6   690.6  1932.4 160307.4   160265
read      193.6    86.0    46.9    88.4    98.7   188.7   229.8   249.5   262.8   276.9   294.9   320.4   372.7   453.3   734.9  57013.3    57109
read      188.5    89.5    50.7    86.4    95.6   171.1   220.9   247.1   264.6   283.3   305.5   336.6   396.3   501.6  2023.2  88451.7    88551
read      160.3    68.8    59.1    89.1   101.1   158.2   175.1   184.5   191.6   200.0   212.0   230.6   278.7   706.1  2890.7   8380.9     8385
read      195.0    72.6    50.7    93.9   106.6   195.1   225.6   240.5   251.2   263.6   277.9   300.3   348.7   489.6  2405.4  34062.2    34088
read      183.7    87.2    50.7    87.2    96.1   162.5   207.2   235.1   255.5   277.4   303.4   339.0   404.0   544.7  1628.9 113609.1   113600
read      180.2    87.8    50.7    88.5    97.5   159.3   199.0   225.7   245.5   268.5   295.1   332.8   402.0   557.0  1803.0 131878.3   131842
read      183.5    89.6    50.7    87.0    95.9   162.7   207.4   235.2   255.2   276.9   302.8   338.1   402.7   524.3  1565.4 112009.6   112066
read      192.8    92.7    46.9    87.3    97.1   181.1   228.6   251.8   267.2   284.0   304.1   333.4   390.7   481.5  1909.1  72619.4    72585
read      180.3    84.8    46.9    89.0    98.1   159.7   198.7   225.0   244.8   267.9   294.9   333.0   401.8   550.5  1248.4 133763.2   133669
read      168.7    63.4    54.7    91.1   105.5   167.8   186.2   196.5   203.4   212.8   224.5   243.4   288.5   661.8  2381.9  11935.2    11820
